29,0.17901234567901234,9118,0.29896907216494845,0.30851063829787234,17,12,12,12,14,12,15,12,13,14,3,3,3,4,4,3,1,2,3,3,39,28,34,32,9,8,5,7,0.017316061085703893,0.278051039452718,0.30496405896714657,0.08479557359153508,0.2879398199463059
45,0.3,9234,0.5555555555555556,0.39473684210526316,12,9,9,10,10,9,9,14,11,12,3,4,6,6,4,6,2,5,4,5,27,23,25,30,12,11,11,11,0.031433273163553106,0.2932106193748443,0.2866640537238641,0.08405294474487783,0.277105728508357
26,0.23214285714285715,4232,0.2826086956521739,0.5652173913043478,11,6,8,7,11,6,7,9,13,8,3,1,1,4,5,2,1,4,2,3,23,20,17,26,5,9,6,6,0.03767647884806863,0.29821798308235126,0.2727014893267994,0.08132448813059145,0.2750423629567332
11,0.09565217391304348,2600,0.11,0.4230769230769231,13,8,10,17,10,8,8,11,9,10,1,1,1,0,2,1,0,3,2,0,26,32,22,24,3,2,3,3,0.01072857852658206,0.28217915460979326,0.29214864643273697,0.08243825807078511,0.2740592244104359
29,0.18125,8690,0.3670886075949367,0.2636363636363636,10,14,19,11,14,13,9,13,14,14,3,3,3,2,4,3,2,2,3,4,34,34,30,33,8,7,6,8,0.06741193872317652,0.2868300051212943,0.29107467173974927,0.08348894958579134,0.30320150242642696
23,0.20175438596491227,3990,0.24210526315789474,0.5476190476190477,9,8,11,8,10,9,6,13,10,7,3,3,1,3,3,2,1,3,1,3,24,22,22,23,7,6,5,5,0.06937455205836078,0.2904682420325288,0.2774545963583314,0.0805917488480494,0.29694056288518517
23,0.10849056603773585,13386,0.23711340206185566,0.16666666666666666,20,18,20,16,22,25,22,11,18,17,5,2,1,5,2,1,1,2,1,3,50,46,53,40,8,7,4,4,0.005895503132561798,0.278051039452718,0.2871786423133815,0.07985032000385603,0.3001926995816511
81,1.0,6561,1.0,1.0,0,0,0,0,0,0,0,0,0,0,10,13,9,9,8,9,9,5,4,5,0,0,0,0,28,21,21,11,0.0,0.27375526811186046,0.27375526811186046,0.0749419468189966,0.27375526811186046
32,0.20125786163522014,9108,0.34782608695652173,0.32323232323232326,16,12,15,10,15,10,8,12,17,12,3,2,3,6,4,2,3,4,3,2,37,31,26,33,7,11,8,6,0.030188594825169675,0.29821798308235126,0.28160492652522473,0.08397965321440624,0.26990100959618063
22,0.22916666666666666,2952,0.6111111111111112,0.2682926829268293,9,5,8,7,10,6,6,7,8,8,2,1,1,3,3,2,1,4,2,3,17,22,16,19,4,6,6,6,0.04651682747009506,0.2637946712307834,0.30049983897014876,0.07927025622603373,0.280296326442958
18,0.16981132075471697,3315,0.46153846153846156,0.21176470588235294,11,5,6,13,7,10,7,11,8,10,3,2,1,1,3,2,0,3,2,1,21,21,21,25,6,4,4,4,0.04659136702244023,0.31150709004007465,0.2841020594560844,0.08849980581555712,0.29508052778378974
66,0.2509505703422053,27048,0.40993788819875776,0.39285714285714285,23,22,23,16,11,15,20,25,21,21,5,11,9,7,7,7,4,8,4,4,58,37,49,53,23,16,16,11,0.027540304589756932,0.2967092510544617,0.28789573242346245,0.08542132714914126,0.2715547346180512
14,0.11382113821138211,4510,0.17073170731707318,0.2545454545454545,12,8,16,12,12,13,4,9,11,12,1,2,1,3,2,0,2,1,2,0,31,29,21,28,4,5,3,2,0.017449707246765474,0.2718624156109789,0.2983678031139377,0.08111499169509605,0.2600082032581597
24,0.08540925266903915,11484,0.09195402298850575,0.5454545454545454,30,22,24,20,23,34,22,28,19,35,6,2,2,2,3,2,2,2,1,2,67,52,71,67,9,6,5,4,4.376893031799235e-05,0.2965428206126503,0.3012079869816981,0.0893210660506112,0.2915411304283109
26,0.174496644295302,7236,0.24074074074074073,0.3880597014925373,8,9,18,12,13,10,15,14,13,11,5,4,3,2,3,3,3,1,1,1,26,34,33,30,9,8,6,3,0.053476419689248655,0.27025051907351333,0.2804536029206942,0.0757927317653546,0.25654740237480056
30,0.28846153846153844,4005,0.6666666666666666,0.33707865168539325,9,7,11,6,7,6,1,9,10,8,3,4,3,5,4,4,0,3,2,2,22,18,12,22,9,10,6,5,0.04789154484668676,0.27667709501505156,0.29919119258346993,0.0827793500180833,0.264086328192837
19,0.19,2784,0.59375,0.21839080459770116,10,6,7,7,11,8,12,5,8,7,2,2,1,2,2,2,1,2,1,4,18,23,22,18,5,4,4,6,0.00855614837912808,0.30240210018581104,0.28458809162387344,0.08606003659493135,0.30825250029978063
31,0.2719298245614035,5016,0.3522727272727273,0.543859649122807,4,10,7,13,5,13,5,7,10,9,4,5,4,5,3,2,0,4,2,2,16,23,22,22,13,8,5,5,0.0243810528563441,0.2780970348923688,0.2956053496786878,0.08220697124396492,0.2827208917456108
9,0.11538461538461539,1872,0.1875,0.23076923076923078,6,4,12,8,9,5,2,11,6,6,1,2,1,2,1,0,0,1,0,1,18,21,13,17,4,3,1,1,0.06273337398557599,0.2804034990684093,0.27188314821176696,0.07623698609631438,0.27147471344772606
43,0.21287128712871287,14664,0.3049645390070922,0.41346153846153844,14,13,14,15,17,12,27,21,7,19,7,4,2,7,5,3,3,5,2,5,32,41,54,32,12,13,7,11,0.001043896092995969,0.2777671880154664,0.2964042264032677,0.08233136848393532,0.2985028966872779
