id,prob
E370,0.5
E667,0.5
E3190,0.5
E848,0.5
E2161,0.5
E1391,0.5
E1084,0.5
E1801,0.5
E2730,0.5
E828,0.5
E1795,0.5
E1880,0.5
E1948,0.5
E1545,0.5
E2904,0.5
E2835,0.5
E2349,0.5
E2046,0.5
E1229,0.5
E2845,0.5
E2125,0.5
E3127,0.5
E1721,0.5
E1253,0.5
E3050,0.5
E212,0.5
E3193,0.5
E1195,0.5
E699,0.5
E2930,0.5
E963,0.5
E2848,0.5
E2261,0.5
E2091,0.5
E3113,0.5
E2717,0.5
E1775,0.5
E1922,0.5
E2239,0.5
E1074,0.5
E552,0.5
E1657,0.5
E943,0.5
E1139,0.5
E2663,0.5
E2992,0.5
E3111,0.5
E1885,0.5
E2428,0.5
E1627,0.5
E2575,0.5
E824,0.5
E660,0.5
E1706,0.5
E863,0.5
E1289,0.5
E389,0.5
E802,0.5
E520,0.5
E1829,0.5
E2307,0.5
E566,0.5
E451,0.5
E353,0.5
E201,0.5
E1736,0.5
E2320,0.5
E207,0.5
E1971,0.5
E312,0.5
E1968,0.5
E1170,0.5
E625,0.5
E3170,0.5
E3087,0.5
E2913,0.5
E2006,0.5
E133,0.5
E646,0.5
E17,0.5
E1474,0.5
E1846,0.5
E1689,0.5
E1990,0.5
E374,0.5
E1027,0.5
E1428,0.5
E488,0.5
E1056,0.5
E1303,0.5
E1740,0.5
E2264,0.5
E1758,0.5
E8,0.5
E2298,0.5
E1731,0.5
E1475,0.5
E2510,0.5
E1857,0.5
E834,0.5
E1380,0.5
E1588,0.5
E2759,0.5
E214,0.5
E2591,0.5
E2771,0.5
E493,0.5
E1977,0.5
E2355,0.5
E2498,0.5
E2107,0.5
E2043,0.5
E2560,0.5
E1176,0.5
E1456,0.5
E228,0.5
E622,0.5
E393,0.5
E731,0.5
E1336,0.5
E2187,0.5
E177,0.5
E1541,0.5
E562,0.5
E1720,0.5
E2060,0.5
E225,0.5
E2114,0.5
E1310,0.5
E2785,0.5
E3152,0.5
E1983,0.5
E445,0.5
E850,0.5
E2740,0.5
E1159,0.5
E1505,0.5
E50,0.5
E1078,0.5
E2549,0.5
E1187,0.5
E1844,0.5
E558,0.5
E2741,0.5
E1334,0.5
E3206,0.5
E1262,0.5
E3178,0.5
E2728,0.5
E2870,0.5
E2970,0.5
E3022,0.5
E2503,0.5
E1228,0.5
E3169,0.5
E2799,0.5
E1114,0.5
E273,0.5
E688,0.5
E707,0.5
E3039,0.5
E292,0.5
E975,0.5
E1476,0.5
E2247,0.5
E691,0.5
E920,0.5
E1681,0.5
E475,0.5
E2699,0.5
E1201,0.5
E2002,0.5
E2104,0.5
E197,0.5
E309,0.5
E1108,0.5
E141,0.5
E1277,0.5
E3100,0.5
E991,0.5
E1723,0.5
E1218,0.5
E1478,0.5
E637,0.5
E700,0.5
E592,0.5
E587,0.5
E410,0.5
E3029,0.5
E2332,0.5
E2257,0.5
E2857,0.5
E232,0.5
E681,0.5
E1477,0.5
E238,0.5
E2273,0.5
E813,0.5
E2016,0.5
E1976,0.5
