id,prob
E3064,0.7510496973991394
E298,0.9273121953010559
E3512,0.5024320483207703
E5670,0.9222000241279602
E5005,0.20753918588161469
E1537,0.21393336355686188
E4070,0.9159793853759766
E9296,0.22670486569404602
E6748,0.3247443735599518
E8060,0.2216939479112625
E3969,0.9277442693710327
E1796,0.588397204875946
E3195,0.4433518946170807
E8042,0.9268043637275696
E5983,0.6640608310699463
E7860,0.9187425971031189
E5139,0.2057042121887207
E4304,0.919812798500061
E9047,0.2382286936044693
E4737,0.3203003704547882
E3840,0.8695170879364014
E2455,0.22127993404865265
E8767,0.20612654089927673
E7242,0.2652400732040405
E1715,0.2584802806377411
E3689,0.9274941682815552
E2885,0.20916059613227844
E4522,0.7355026006698608
E657,0.2785150408744812
E3497,0.23526513576507568
E864,0.20852278172969818
E8007,0.7595914602279663
E3327,0.7027716040611267
E1823,0.5376188158988953
E3682,0.46651625633239746
E5514,0.827297568321228
E8903,0.21564844250679016
E3685,0.2233380377292633
E6047,0.7057415843009949
E2605,0.3941311836242676
E6839,0.8883935213088989
E1487,0.2117832899093628
E5725,0.20550569891929626
E655,0.9202671647071838
E7590,0.4909280240535736
E124,0.9277442693710327
E4788,0.9277375936508179
E2448,0.3836594223976135
E3313,0.9054352641105652
E6306,0.9273557662963867
E7027,0.9234447479248047
E3684,0.32928988337516785
E3835,0.9277346134185791
E1346,0.8927050828933716
E961,0.9273501038551331
E7255,0.9220377206802368
E4814,0.851098895072937
E8479,0.9277223348617554
E6676,0.5568169951438904
E2707,0.7713132500648499
E3193,0.20613889396190643
E5285,0.7248262763023376
E3804,0.208588108420372
E8347,0.9277442693710327
E5305,0.39669403433799744
E6401,0.2232780009508133
E8648,0.21145707368850708
E892,0.5802238583564758
E76,0.9046569466590881
E3874,0.21579790115356445
E742,0.20717120170593262
E8402,0.2309037148952484
E3614,0.20847834646701813
E9360,0.9277442693710327
E496,0.21822769939899445
E1680,0.2120116651058197
E206,0.9277442693710327
E7507,0.45221254229545593
E8972,0.3094600439071655
E7371,0.8457945585250854
E8364,0.22456029057502747
E8817,0.20766615867614746
E396,0.5346912741661072
E821,0.8481096625328064
E3679,0.4473624527454376
E6160,0.38831138610839844
E6822,0.2213163822889328
E6689,0.4071941375732422
E5142,0.45852768421173096
E3070,0.45863181352615356
E4713,0.9172429442405701
E6288,0.6290981769561768
E8138,0.844676673412323
E6187,0.46156105399131775
E5157,0.43723157048225403
E5752,0.6819763779640198
E6317,0.7861126661300659
E7647,0.21896690130233765
E123,0.3128911852836609
E6781,0.21778744459152222
E1861,0.23434580862522125
E3098,0.22677317261695862
E424,0.3961853086948395
E2428,0.5555943250656128
E852,0.9277439713478088
E1220,0.9277304410934448
E3204,0.9220048785209656
E6916,0.9089495539665222
E900,0.2497914433479309
E4840,0.8296792507171631
E2640,0.9277195334434509
E5288,0.9102326035499573
E5823,0.27251434326171875
E7108,0.3443756103515625
E7054,0.9276617765426636
E504,0.20577597618103027
E8610,0.9277383089065552
E1874,0.46529993414878845
E1282,0.28946876525878906
E6677,0.7093192338943481
E1611,0.9277442693710327
E2429,0.21989741921424866
E4645,0.23346903920173645
E1527,0.5207274556159973
E5425,0.23617717623710632
E7299,0.2085663378238678
E4600,0.9275075197219849
E7362,0.8378143906593323
E1307,0.20995253324508667
E4921,0.2709749937057495
E6489,0.3191108703613281
E8187,0.7634480595588684
E549,0.729049563407898
E6176,0.7676336765289307
E4123,0.9102508425712585
E5132,0.21435335278511047
E2846,0.9276806712150574
E528,0.9154565930366516
E6825,0.27118828892707825
E4145,0.8796229958534241
E8475,0.9232618808746338
E5866,0.2164161205291748
E2042,0.9273554682731628
E638,0.25593456625938416
E5779,0.24579638242721558
E3107,0.38654080033302307
E6427,0.21008515357971191
E967,0.9277282357215881
E6959,0.7358345985412598
E1432,0.9277442693710327
E4403,0.21294455230236053
E1941,0.9273734092712402
E2763,0.92771315574646
E2356,0.25549209117889404
E8096,0.2651662528514862
E6210,0.9270349144935608
E2325,0.22137978672981262
E9421,0.9275619983673096
E7057,0.6024949550628662
E3419,0.866485059261322
E6209,0.9277347326278687
E6739,0.7353053689002991
E2807,0.3688516914844513
E2407,0.2057080715894699
E2291,0.9276353120803833
E7990,0.9252386689186096
E5136,0.5902636647224426
E2221,0.2686850130558014
E6944,0.23955698311328888
E1656,0.9277442693710327
E456,0.25074729323387146
E5054,0.21075527369976044
E7798,0.9210682511329651
E6423,0.2088264524936676
E8301,0.20621685683727264
E4347,0.2777758836746216
E4058,0.9042928218841553
E6458,0.9196774363517761
E3886,0.9263622164726257
E2147,0.2580096423625946
E3299,0.9275453686714172
E6073,0.22499988973140717
E8963,0.23328599333763123
E2446,0.8771651387214661
E399,0.3462768495082855
E8815,0.9248756170272827
E5381,0.22184370458126068
E1297,0.9236173033714294
E3518,0.235091432929039
E960,0.21776948869228363
E8679,0.20641209185123444
E2030,0.9185935258865356
E8507,0.21282033622264862
E3812,0.3519744277000427
E5105,0.21018792688846588
E8651,0.9277442693710327
E2998,0.2062596082687378
E1646,0.39567938446998596
E1640,0.4741034507751465
E7113,0.5412049293518066
E3723,0.4735426902770996
E1202,0.2102835476398468
E4876,0.2115517258644104
E4295,0.9256775975227356
E7997,0.6836202144622803
E6418,0.7472772002220154
E4422,0.9146167635917664
E5745,0.6617408990859985
E5556,0.4765700101852417
E5279,0.7036684155464172
E8433,0.5919811725616455
E7736,0.21320758759975433
E3814,0.9277442693710327
E5616,0.9277439713478088
E971,0.20560415089130402
E4351,0.2828265130519867
E4246,0.22515998780727386
E4187,0.2142053246498108
E5606,0.6711068749427795
E3983,0.26942533254623413
E1206,0.21573685109615326
E7341,0.3710951805114746
E887,0.7318580150604248
E4817,0.2118443250656128
E8607,0.8595771193504333
E9392,0.9257551431655884
E4068,0.21172571182250977
E7868,0.233475923538208
E2267,0.9267103672027588
E47,0.8810772895812988
E7678,0.9277442693710327
E4150,0.22066935896873474
E1927,0.26636338233947754
E8176,0.24247702956199646
E6182,0.8569779396057129
E5316,0.7693036198616028
E8563,0.2109745889902115
E3754,0.9277442693710327
E4556,0.9276135563850403
E6645,0.23638272285461426
E7387,0.43476319313049316
E2855,0.2689284682273865
E6120,0.2261427342891693
E8225,0.741183876991272
E9093,0.39902862906455994
E3441,0.9113498330116272
E3905,0.9156227707862854
E3240,0.20603123307228088
E8580,0.20578928291797638
E6100,0.20535089075565338
E4855,0.9275323152542114
E1456,0.21689169108867645
E3407,0.46791553497314453
E8196,0.9276767373085022
E6814,0.20680496096611023
