1,0.03125,272,0.058823529411764705,0.0625,1,4,0,1,3,3,1,5,7,6,0,0,0,0,0,0,0,0,1,0,5,4,5,17,0,0,0,1,0.14136067895406593,0.28096215084768267,0.2553343109990693,0.07173927720350963,0.0
3,0.06976744186046512,528,0.13636363636363635,0.125,5,5,9,4,0,4,2,4,4,3,0,0,0,0,0,1,0,0,1,1,15,8,7,10,0,0,1,2,0.052805620757469994,0.31660841992343036,0.2967520507945917,0.09395419791111323,0.18333976619278564
2,0.05263157894736842,400,0.1,0.1,3,3,4,0,5,2,2,7,6,4,0,0,0,0,0,0,0,0,2,0,9,6,6,15,0,0,0,2,0.11887648290300071,0.2651685136236183,0.3004655450170316,0.07967400196727664,0.0024424284717376133
3,0.075,456,0.125,0.15789473684210525,6,0,4,6,2,5,2,6,3,3,1,0,0,0,0,0,0,0,2,0,8,10,9,10,1,0,0,2,0.061374432242504336,0.2969569195510476,0.3071551657102334,0.09121185183350246,0.3958439759134093
1,0.02631578947368421,380,0.05,0.05263157894736842,3,2,2,9,1,1,2,5,6,6,1,0,0,0,0,0,0,0,0,0,6,11,6,14,1,0,0,0,0.24919748778785766,0.2957129358800863,0.27203357772862474,0.08044384792809528,0.0
1,0.05263157894736842,36,0.5,0.05555555555555555,1,1,2,0,1,3,3,2,3,2,0,0,0,0,0,0,0,0,1,0,3,2,7,6,0,0,0,1,0.1867876250290765,0.09002093510118632,0.27111133164287965,0.02440569559101987,0.0
5,0.1388888888888889,420,0.23809523809523808,0.25,6,1,0,3,4,5,2,0,2,8,2,0,0,0,0,0,1,0,1,1,7,7,7,10,2,0,1,2,0.03215864154454527,0.35550688116397894,0.31890770038547167,0.11337388194321568,0.38228756533019936
2,0.04878048780487805,462,0.09523809523809523,0.09090909090909091,3,3,3,3,2,3,3,3,8,8,0,0,0,1,0,0,0,0,1,0,8,6,6,19,0,1,0,1,0.08817665237762937,0.3189939490265598,0.2735865993133716,0.0872724697157195,0.23377529658060014
0,0.0,483,0.0,0.0,4,2,2,4,3,9,7,5,3,5,0,0,0,0,0,0,0,0,0,0,6,9,18,11,0,0,0,0,0.008665889366153336,0.23226924085760148,0.2722884405527618,0.06324422938149013,1
1,0.02631578947368421,378,0.047619047619047616,0.05555555555555555,6,4,3,3,5,1,3,4,7,1,0,0,0,0,0,0,1,0,0,0,12,9,5,11,0,0,1,0,0.182550759312797,0.29789283586932047,0.2750917894466005,0.08194787328261383,0.0
0,0.0,65,0.0,0.0,1,3,0,1,1,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,4,2,8,4,0,0,0,0,0.19517955875248272,0.26926626530566455,0.26883437938787036,0.07238802932353798,1
1,0.047619047619047616,72,0.05555555555555555,0.25,1,1,0,2,3,0,1,2,5,5,0,0,1,0,0,0,0,0,0,0,2,5,3,10,0,1,0,0,0.1070210126385981,0.2918922102568592,0.2711674265846981,0.07915165949547213,0.0
3,0.07894736842105263,418,0.13636363636363635,0.15789473684210525,6,4,3,2,1,4,5,3,3,4,0,0,0,0,1,0,1,0,1,0,12,4,9,10,0,1,1,1,0.029078755379853567,0.32123461641477513,0.284300739052473,0.09132723885595824,0.16327688919928593
1,0.02564102564102564,399,0.05263157894736842,0.047619047619047616,5,2,2,6,2,6,3,3,3,6,0,0,0,0,0,0,0,0,1,0,8,9,9,12,0,0,0,1,0.12249220399218563,0.2548928416299583,0.3324370373128607,0.08473582110371954,0.0
2,0.05128205128205128,420,0.09523809523809523,0.1,5,2,4,1,2,4,4,3,6,6,0,0,0,0,0,1,0,0,1,0,8,6,8,15,0,0,1,1,0.06136809224736647,0.30342976161243107,0.30648785355117847,0.09299753634013977,0.17062107466852758
5,0.15625,336,0.23809523809523808,0.3125,2,1,4,2,2,3,3,1,4,5,1,0,1,2,0,0,0,0,1,0,4,7,6,10,2,2,0,1,0.14979189512511212,0.2899138299004232,0.3071651449538206,0.08905142358548078,0.28816975403218803
0,0.0,15,0.0,0.0,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0.25094207955338454,0.3181004638047248,0.2248817809782324,0.07153499883040826,1
0,0.0,323,0.0,0.0,1,3,3,4,3,1,2,10,7,2,0,0,0,0,0,0,0,0,0,0,7,7,8,14,0,0,0,0,0.07912344796147419,0.24965988818618004,0.27729431849394515,0.06922926854986135,1
0,0.0,288,0.0,0.0,4,2,3,5,2,2,4,6,4,2,0,0,0,0,0,0,0,0,0,0,7,9,8,10,0,0,0,0,0.12274172288129025,0.3002688805766136,0.2453095786084201,0.0736588325634711,1
2,0.05405405405405406,378,0.09523809523809523,0.1111111111111111,4,0,2,1,3,4,3,7,6,5,0,0,0,0,0,0,0,0,2,0,6,4,7,18,0,0,0,2,0.033086321292880895,0.32080909134094204,0.24090672328375767,0.07728506699458607,0.030006978367062107
5,0.11904761904761904,552,0.21739130434782608,0.20833333333333334,3,4,3,4,1,2,2,5,5,8,2,0,0,1,0,0,0,0,0,2,9,6,7,15,2,1,0,2,0.0367716961477391,0.36740963556087314,0.30658232509636474,0.1126413003330605,0.3890984725190985
1,0.043478260869565216,95,0.05263157894736842,0.2,1,1,3,1,1,2,3,2,6,2,0,0,0,0,0,0,1,0,0,0,4,3,6,9,0,0,1,0,0.09921768832409006,0.23981028138993413,0.30939865487281826,0.07419697848671766,0.0
0,0.0,154,0.0,0.0,3,1,2,2,1,3,3,4,7,3,0,0,0,0,0,0,0,0,0,0,5,4,8,12,0,0,0,0,0.08493669624165084,0.26480940810784837,0.3430532248771153,0.09084372142919751,1
2,0.05,441,0.09523809523809523,0.09523809523809523,7,1,4,4,3,6,0,5,5,3,0,0,0,0,0,0,0,1,0,1,10,9,8,11,0,0,1,1,0.028179310803176837,0.29750078621758536,0.3148482622540778,0.09366760555982864,0.10048848569434753
0,0.0,160,0.0,0.0,4,0,0,4,3,4,1,1,4,7,0,0,0,0,0,0,0,0,0,0,4,7,6,11,0,0,0,0,0.18832868108862527,0.2989125462281235,0.30822144667817125,0.09213125742868797,1
2,0.047619047619047616,475,0.10526315789473684,0.08,5,3,3,5,2,5,3,7,3,4,0,1,0,0,0,0,1,0,0,0,8,10,11,11,1,0,1,0,0.01838762992617618,0.29061875079458577,0.2858195352497776,0.08306451628697945,0.23342637822749476
0,0.0,69,0.0,0.0,3,1,1,1,2,6,1,4,6,1,0,0,0,0,0,0,0,0,0,0,4,4,7,11,0,0,0,0,0.08722958827634333,0.054612874804583295,0.2908197730044949,0.015882503853791814,1
0,0.0,441,0.0,0.0,8,1,3,5,4,5,2,2,7,5,0,0,0,0,0,0,0,0,0,0,11,10,7,14,0,0,0,0,0.16890971322234405,0.263300743043978,0.3358639222279333,0.08843322028427968,1
5,0.15625,342,0.2631578947368421,0.2777777777777778,2,2,1,3,2,1,3,2,4,7,1,0,0,0,1,1,1,0,0,1,4,6,4,13,1,1,2,1,0.03672008586248133,0.32311877137112155,0.29235235633169077,0.09446453418534825,0.3042641663161669
0,0.0,368,0.0,0.0,3,2,5,3,5,4,2,2,6,7,0,0,0,0,0,0,0,0,0,0,5,13,6,15,0,0,0,0,0.01810013956734124,0.3050545540237848,0.2835850812899599,0.08650892050070748,1
3,0.1111111111111111,161,0.13043478260869565,0.42857142857142855,0,5,5,1,2,2,2,1,3,3,1,0,0,0,0,1,0,0,1,0,10,3,4,7,1,0,1,1,0.1225505281453581,0.2880750286821928,0.3404308773985446,0.0980696347708898,0.3534290174612508
0,0.0,342,0.0,0.0,0,1,1,4,6,5,5,3,5,7,0,0,0,0,0,0,0,0,0,0,2,10,11,14,0,0,0,0,0.12506988569353136,0.23614307679242258,0.2023719429526375,0.04778873326529644,1
1,0.02564102564102564,399,0.05263157894736842,0.047619047619047616,3,3,4,3,3,3,3,6,6,4,0,0,0,0,0,0,0,0,1,0,7,9,10,12,0,0,0,1,0.10818567703277727,0.23976407914698367,0.32885442616644367,0.0788474786632071,0.0
3,0.07692307692307693,437,0.15789473684210525,0.13043478260869565,3,1,4,4,3,6,1,5,3,6,0,0,0,0,1,0,0,0,0,2,8,7,10,11,0,1,0,2,0.08170118855803304,0.27151021435086575,0.2896419109117308,0.0786407373166384,0.23476532827477764
2,0.047619047619047616,484,0.09090909090909091,0.09090909090909091,4,3,1,4,5,6,2,4,6,5,0,0,0,0,0,1,0,0,1,0,7,10,10,13,0,0,1,1,0.02210873564676771,0.27960720568007846,0.2948607450657301,0.08244518899257479,0.16643405443126308
3,0.1,270,0.2,0.16666666666666666,3,4,3,2,1,2,2,3,3,4,0,0,1,0,1,0,0,1,0,0,8,5,6,8,1,1,0,1,0.05151585640071332,0.2905800200602641,0.30918795229613527,0.08984384138060297,0.239016510683729
7,0.2,440,0.35,0.3181818181818182,2,4,3,1,1,0,3,3,6,5,1,0,1,0,2,1,0,0,1,1,8,3,3,14,2,2,1,2,0.1493973228446362,0.26958980732754806,0.3328449332804277,0.08973160143302109,0.29713645740903605
2,0.10526315789473684,80,0.4,0.125,1,0,0,2,3,2,2,1,3,3,1,0,0,0,0,1,0,0,0,0,1,5,5,6,1,0,1,0,0.04351011863224007,0.3233726278978221,0.27847645426670303,0.09005166282389143,0.26343335659455686
1,0.037037037037037035,132,0.045454545454545456,0.16666666666666666,2,2,0,2,1,6,2,2,4,5,0,0,0,0,0,0,0,0,1,0,4,3,8,11,0,0,0,1,0.2436824631521072,0.2948607450657301,0.1441640513973166,0.042508319606706986,0.0
1,0.02631578947368421,360,0.06666666666666667,0.041666666666666664,3,5,1,3,2,6,1,2,10,4,0,0,0,0,0,0,0,0,1,0,9,5,7,16,0,0,0,1,0.08822400558269362,0.275369096537264,0.31314688384959033,0.08623097448912123,0.0
1,0.02564102564102564,399,0.05263157894736842,0.047619047619047616,0,5,5,2,4,3,6,6,3,4,0,0,0,0,0,0,0,0,1,0,8,8,12,10,0,0,0,1,0.04525444805314055,0.23981028138993413,0.27487516167434833,0.06591788986822911,0.0
0,0.0,242,0.0,0.0,2,2,3,1,4,5,1,0,8,7,0,0,0,0,0,0,0,0,0,0,6,6,6,15,0,0,0,0,0.005202055446298323,0.2772955933580146,0.31466590296320684,0.0872554682717179,1
4,0.10526315789473684,440,0.2,0.18181818181818182,4,2,2,3,4,3,2,7,3,4,0,0,0,2,0,0,0,0,2,0,6,9,8,11,0,2,0,2,0.12092241324620946,0.28597650265738683,0.2682737340014184,0.07671998420456372,0.23850145513492788
6,0.16666666666666666,432,0.3333333333333333,0.25,3,2,2,2,5,2,3,3,5,3,0,0,0,0,2,0,0,0,3,1,6,8,6,10,0,2,0,4,0.0030724199426223507,0.30993915377821213,0.2726763536882602,0.08451307831746784,0.21793869961354595
10,0.3125,425,0.4,0.5882352941176471,2,2,3,3,0,2,1,2,1,6,0,0,2,1,0,2,0,3,0,2,5,5,5,7,0,3,4,3,0.17454784286359346,0.28341334342397334,0.2514516540684127,0.07126475398901719,0.23768967688621834
1,0.02702702702702703,352,0.045454545454545456,0.0625,4,3,3,2,2,4,2,2,11,3,0,0,0,0,0,0,0,0,0,1,9,5,8,14,0,0,0,1,0.05058919621899381,0.32110068519638174,0.2936177484230902,0.0942808602044731,0.0
1,0.027777777777777776,330,0.045454545454545456,0.06666666666666667,4,4,2,1,1,5,5,5,5,3,0,0,0,0,0,0,1,0,0,0,10,2,13,10,0,0,1,0,0.06519909492693865,0.28406306320935304,0.28286430202448465,0.08035130010565071,0.0
0,0.0,66,0.0,0.0,5,1,1,3,2,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,6,6,4,9,0,0,0,0,0.33093319799530546,0.31372058941857944,0.13604415629031497,0.04267985289835095,1
0,0.0,440,0.0,0.0,5,5,6,4,2,1,1,5,9,4,0,0,0,0,0,0,0,0,0,0,12,10,3,17,0,0,0,0,0.16489246970754304,0.3056377757575931,0.3176818158600228,0.09709556359809063,1
2,0.047619047619047616,483,0.09523809523809523,0.08695652173913043,5,2,1,4,5,5,6,2,6,4,0,0,0,0,0,0,0,1,0,1,8,9,13,10,0,0,0,2,0.02149279263269367,0.284665866515745,0.2938737952057824,0.08365583855852463,0.104675505931612
0,0.0,168,0.0,0.0,4,0,1,4,2,4,2,2,6,6,0,0,0,0,0,0,0,0,0,0,5,6,6,14,0,0,0,0,0.0266881002226432,0.27110131680890515,0.3058358766111172,0.08291250887667971,1
1,0.05555555555555555,34,0.058823529411764705,0.5,2,1,1,4,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,3,7,5,2,0,0,0,1,0.025081072205574522,0.2759541825072852,0.41311933007676205,0.1140020070092902,0.0
0,0.0,28,0.0,0.0,2,1,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,7,0,0,0,0,0.13388495663443328,0.3529350104403295,0.2941018792002002,0.10379884980604318,1
6,0.17142857142857143,420,0.3,0.2857142857142857,3,4,2,3,2,3,3,2,2,5,1,1,0,1,0,2,0,0,1,0,9,5,8,7,2,1,2,1,0.03338982487621702,0.29990814225039736,0.3004192327048965,0.09009817397681533,0.2817874229030743
2,0.05263157894736842,400,0.1,0.1,6,0,2,2,1,4,3,7,3,8,0,0,0,1,1,0,0,0,0,0,8,3,8,17,0,2,0,0,0.019539427773900907,0.2970841749195329,0.2996762114091032,0.08902906000948493,0.07257501744591766
0,0.0,440,0.0,0.0,1,2,3,6,3,3,2,9,4,9,0,0,0,0,0,0,0,0,0,0,4,11,9,18,0,0,0,0,0.04662817991499084,0.2682737340014184,0.27243825645197545,0.07308802834320748,1
2,0.05263157894736842,396,0.09090909090909091,0.1111111111111111,6,5,3,2,6,2,0,1,6,5,0,0,0,0,0,0,0,0,0,2,12,10,3,11,0,0,0,2,0.0004264557649065498,0.3356775737615136,0.3572353528397519,0.11991589650308615,0.010118632240055827
0,0.0,90,0.0,0.0,1,2,3,3,5,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,4,10,5,4,0,0,0,0,0.08470962239280455,0.25227106594667087,0.21999638350890782,0.05549872217220478,1
1,0.023809523809523808,462,0.045454545454545456,0.047619047619047616,6,2,1,3,4,4,1,3,10,7,0,0,0,1,0,0,0,0,0,0,8,8,5,20,0,1,0,0,0.10836256090966483,0.30740907630884035,0.30258651130146347,0.09301783994269737,0.0
3,0.10714285714285714,220,0.15,0.2727272727272727,6,3,2,1,2,3,0,1,5,2,1,0,0,0,0,1,0,0,1,0,11,3,3,8,1,0,1,1,0.14861384254266322,0.3245380553818182,0.3162278080155681,0.10262795787102741,0.33152767625299634
1,0.08333333333333333,36,0.25,0.1111111111111111,1,2,0,0,3,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,3,1,4,0,0,1,0,0.034756144839885234,0.29953472111089485,0.2878132888451364,0.08621007320623736,0.0
0,0.0,180,0.0,0.0,5,2,1,4,2,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0,8,6,7,7,0,0,0,0,0.0506784523532604,0.28094010563488575,0.3113550592259992,0.08747212322890832,1
2,0.04878048780487805,460,0.08695652173913043,0.1,4,5,1,1,2,6,2,4,2,12,0,0,0,1,0,0,0,0,0,1,9,4,8,18,0,1,0,1,0.05837252343821107,0.36740963556087314,0.2639388955606888,0.09697369342829203,0.30321004884856945
2,0.10526315789473684,80,0.4,0.125,0,0,3,1,0,0,0,0,10,3,1,0,0,0,0,1,0,0,0,0,2,2,0,13,1,0,1,0,0.004239357990230318,0.33297251197583555,0.3043545963684757,0.10134171448420289,0.2505233775296581
0,0.0,125,0.0,0.0,4,0,3,3,4,2,5,3,4,2,0,0,0,0,0,0,0,0,0,0,5,9,10,6,0,0,0,0,0.020963014654570886,0.30896609837369793,0.2784396528514405,0.08602841317403646,1
1,0.024390243902439025,440,0.045454545454545456,0.05,9,3,2,2,2,6,3,3,4,6,0,0,0,0,0,0,0,0,1,0,12,6,10,12,0,0,0,1,0.041369028738184335,0.34175573470016446,0.31489802111967813,0.1076182045633835,0.0
0,0.0,170,0.0,0.0,3,1,2,1,2,2,3,5,4,4,0,0,0,0,0,0,0,0,0,0,5,4,6,12,0,0,0,0,0.038089569393703074,0.2488372704270229,0.3248276976419415,0.08082923764031504,1
6,0.16666666666666666,437,0.2608695652173913,0.3157894736842105,4,2,4,2,2,4,2,0,4,6,1,0,1,0,0,0,0,2,2,0,9,5,6,10,2,0,1,3,0.09401473281796682,0.33318213355333204,0.30851513268643477,0.10279173014195567,0.33377694219990023
